review_body,course_title,score,course_stage,review_date,user_name
"""""""I like the way the content is presented but the content is elementary and was probably covered in my 10th grade maths class if not earlier. I hope the future lessons are a bit more advanced.""""""",Finance: Time Value of Money,7/10 stars,,2018-07-08,student
"""""""Very clear and precise terminology. It was very easy to follow along. Their examples are great use of applying the logic. I'm hooked now! I wish that most tutorials were like this.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-06,student
"""""""So helpful! Everything is simply explained, you get enough practice and can digest each principle bit by bit.
You learn new terminology and actually remember them due to the practice exercises/clever use of repetition.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-06,
"""""""Enjoyed how straight forward the lessons were. The questions made it easy to follow along as well as practice. Very nice process to follow and understand.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-05,student
"""""""I'm not a math person, but this was easy for me to follow. The lessons were clear and concise and the option to redo worked well with my learning aptitude. I learned more here than in my accounting classes in under grad. I like it so far and am now trying to figure out how to come up with 150 characters to post my review.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-05,student
"""""""What a well designed and executed methodology for teaching.  I'm absolutely fascinated with the ""gamification"" of this concept.  It builds slowly, moves easily, is concise and cute, the interface is simple and clean, and the concepts build in such a way that they are clearly being taught by experts in the subject matter.  I'm more used to enjoying ancient methodologies like rote memorization or the Socratic method, so this is truly a joy.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-03,Hans Schneider
"""""""very clear concepts and practice, i would say that is great for learning, its have the perfect balance between theory and execution.

i would like to recomend smartly as a great tool.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-05,student
"""""""A brilliant course with the right amount of content to put the concept into context.
In all it’s an awesome course, for anyone, anytime any day.
Highly recommended for anyone interested in taking a refresher session on Finance related course.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-04,Sogbesan Ayoola
"""""""Exactly the fundamental type of concepts and workflows that begin to build a base of knowledge on money and business.  With an engineering background it helps to see these structured concepts as building blocks in action.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-05,student
"""""""I didn't think I'd be able to ""handle"" learning these skills... But Smartly explains everything so well and really breaks it down. If I can do it, you can too!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-27,Catherine Crowley
"""""""What a fun way to start a new chapter!! I loved the questions and the challenges and the way it's setup. Especially when your asked if you want to practice more. I wish they did that in school. Considering the fact that i've never thought of the possibility to start an MBA one day. his is just an eyeopener. How far we've come to now be able to do this on your phone!! wow! cant wait to see what he future holds. whats next?""""""",Finance: Time Value of Money,10/10 stars,,2018-06-27,Sergio Chin
"""""""I enjoyed this refresher!!  It made all of the content easy to understand and the format was easy to use. It was really enjoyable to take this as my first foray back into the ""college"" scene.  I really needed this learning refresher.  Thank you so much!!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-27,Vicki Allard
"""""""I loved it. Great content and very well explain. Its an interactive course, with a fun way to completed.The information is very useful, however I would change some options.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-25,Monica PI Kaminski
"""""""Love This!! Great foundations to know in money. Cant wait to see what coming up next! Thank you for offering this course online! I will definitely tell others about this.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-24,student
"""""""Interesting learning at own pace and time.Content and topic interesting. Prompts and hints facilitate learning and understanding.Completely new learning experience.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-24,ERIC G N ANG
"""""""The concept was superb, it greatly increased my mathematical knowledge and applications to money value and time. 
I therefore, recommend this courses to anyone that values money and it concept, application of time and working with the two valuable concept.
It seems challenging at some points but more useful, fun, fast and easy in others but as whole its more impacting and educative.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-24,Bamidele Adelakun
"""""""Clear and concise which makes it easy to see progress in the reviews. Also very applicable to the real world. The LMS is very easy to use and allows for correction before submission.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-24,AmiJoy Scarbrough
"""""""Mediocre course by MIT standards. Not very polished and came with a fair amount of bugs and errors pointed out in the forums. My biggest complaint is they stated Julia (a programming language) was optional, which in practice is a dubious claim if you want to complete all assignments (especially the Sudoku one).

On the bright side, I learned a lot about a very interesting subject. The videos and corresponding slides are clear and informative. The problem sets vary in difficulty and educational value, but overall pretty good.

Definitely recommend the course and topic, and hope they improve on the feedback for next time.""""""",Optimization Methods for Business Analytics,8/10 stars,"""""""Completed""""""",2016-10-14,Mirza Ibrahimovic
"""""""Very good course.

It is a great introductory course to Linear Programming, focusing on mixed and integer programming, and with final modules on sensitivity reports and non-linear programming. It makes use of diferent tools, so you have to solve problems graphically (by hand) or with software (open-solver, julia-jump).

Professor Orlin gives good and clear explanations with practical examples. The problems and questions are helpful to assimilate the concepts. It´s not an easy course, but anyone with basic algebra background can complete it rewatching some videos, reading carefully the slides, and practising with the non-graded problems.

I found it very rewarding. After completing and passing the course I find myself reasonably comfortable to write and solve basic problems in a spreadsheet that I can aply to my job.""""""",Optimization Methods for Business Analytics,10/10 stars,"""""""Completed""""""",2016-10-14,student
"""""""Right after I finished week 4 and obtained more than 62% for the course (passed the passing grade), I couldn't resist upgrading to Verified Certificate. This course is too good! Not only it is relevant to my data science career, it was challenging, thought-provoking and at the same time, fun! The course was also extensible, in obtaining 62%, I was only using Google sheets (frankly I never knew it could do so much), but now I plan to redo this course with Julia.

The approach to the course which balances understanding and a systematic approach to optimization problem-solving is really outstanding. There were so many other courses with only plug-and-play-and-screw-theory approach where we walked away with numbers and zero understanding. I am happy that this course emphasizes understanding before running tools. That approach is surely beneficial to learners who are serious about learning optimization.""""""",Optimization Methods for Business Analytics,10/10 stars,,2016-10-04,
"""""""Excellent course. I learned a lot about optimization and Julia programming and Open solver. Very interesting and great course.""""""",Optimization Methods for Business Analytics,10/10 stars,"""""""Completed""""""",2016-12-12,Julio Cesar Palacio
"""""""Good quality course - content is well chosen and well-explained.
I enjoyed the problems given in this course. The problems are challenging and intelligently chosen from a variety of disciplines (good quality problems in Supply Chain Planning and Transportation). All in all - a very good learning experience.""""""",Optimization Methods for Business Analytics,10/10 stars,"""""""Completed""""""",2016-10-12,student
"""""""Wooohoooo! Finally got the passing mark after 4 weeks! This course was super difficult but fun! 
Last 2 weeks to earn 90%+

Thank you MIT. Thank you edX. Thank you Prof. James Orlin for such awesome content and teaching!

P/S: I look forward to more advanced optimization courses from you.""""""",Optimization Methods for Business Analytics,10/10 stars,,2016-10-04,student
"""""""I really like the variety of problem sets the instructors generously provided us. They also provided solutions in Julia and Google Sheets which are both free (a reviewer complain OpenSolver being pricey, which is likely to be a troll since it is free). 
Course highly exceeds expectation!""""""",Optimization Methods for Business Analytics,10/10 stars,,2016-10-04,student
"""""""So good course for optimization learners! 
Course is great because it provides you with very proper understanding about formulation of optimization problems. The tools it allows is also flexible, Julia for people with programming affinity, Google sheets / Excel for people who are comfortable with spreadsheets.
The course is not easy. It is rigorous but also fun. You'll feel like you've grown smarter after taking (and passing) this course.""""""",Optimization Methods for Business Analytics,10/10 stars,,2016-10-04,student
"""""""This is a very good course an excellent one, all concepts are taught. One has to work very hard but all materials are given to the students to teach. if one puts in the effort one can learn a lot.""""""",Optimization Methods for Business Analytics,10/10 stars,,2016-09-13,ABDUL BASIT
"""""""Great guys from MIT. Course content superb ! I indeed hope I will follow this to the end. For some of us who cant financially make it down to MIT,it is a great opportunity for us...I hope we will make use of the opportunity.""""""",Optimization Methods for Business Analytics,10/10 stars,,2016-08-29,Fatai -Ayokunle Olaniyi
"""""""Caution, this course requires Microsoft Excel with an OpenSolver add-in. Very pricey. I had hoped that I could get by using one of the free spread sheet programs, but I couldn't get past the first lab assignment w/o Excel.""""""",Optimization Methods for Business Analytics,2/10 stars,,2016-09-06,student
